id,gid,x,y,v_x,v_y,radius,time
3,3,-2.271471,1.049786,0.274749,-0.900528,0.500000,4.700000
4,4,-2.659714,-1.265793,1.363398,-0.318758,0.500000,4.700000
5,5,-0.949155,-1.333019,0.932981,0.619017,0.500000,4.700000
6,6,0.895843,-1.392453,0.342300,1.915927,0.500000,4.700000
7,7,2.668452,-2.470892,-0.003985,0.798403,0.500000,4.700000
0,0,0.816490,0.841511,-1.636411,0.014882,0.500000,4.800000
1,1,1.380570,2.545805,-0.789856,-0.662510,0.500000,4.800000
2,2,-0.259031,4.132832,-0.584074,-0.801529,0.500000,4.800000
3,3,-2.191561,0.959087,0.799098,-0.906995,0.500000,4.800000
4,4,-2.529628,-1.285532,1.300864,-0.197397,0.500000,4.800000
5,5,-0.860897,-1.249215,0.882586,0.838040,0.500000,4.800000
6,6,0.902202,-1.230367,0.063594,1.620854,0.500000,4.800000
7,7,2.630404,-2.420410,-0.380481,0.504817,0.500000,4.800000
0,0,0.669432,0.842346,-1.470580,0.008350,0.500000,4.900000
